2897119,151
4064839,232
5454643,156
6934859,10
8579639,857
5497463,193
6093709,179
9568583,903
3051017,142
5625149,535
7801897,415
132283,7
2582863,199
6402401,362
5177647,213
8413021,838
3723787,138
1341617,79
3453071,308
2668889,190
6007559,131
1584113,16
3343387,297
1353301,74
6827551,470
7599337,92
157799,1
7092131,260
3528887,22
9271337,388
6611993,534
8349337,417
7153681,495
2871287,33
2473663,41
9233447,450
71191,1
3246907,220
1388837,69
7525519,643
5884559,128
765931,15
8811653,199
6245513,356
2246393,128
5456387,421
6613043,136
9880579,342
9436967,960
2457341,212
400009,11
6434111,533
6642439,218
7789559,450
6212407,51
6365959,292
6424727,11
2508073,197
7564163,705
2355247,19
716783,38
1633531,101
5958047,25
9762679,823
9795781,878
4221953,101
737291,62
276049,17
377471,21
2619277,235
804613,8
7676939,499
5838779,576
8391947,122
3586087,243
6138667,556
1192039,95
4972321,27
1226707,76
7539743,643
2109697,28
3269267,296
5745911,398
915139,14
2829133,24
4315579,104
7407251,493
5190011,443
6485599,160
2571809,190
4034297,76
255313,2
3348481,130
4348177,212
737981,13
4216813,234
2306063,117
1640183,74
1895357,106
8825503,281
6231241,131
162251,6
9787177,735
1919479,134
7593661,576
7134877,25
9285929,108
2555951,111
9535931,374
1644931,124
670199,73
580793,11
3134707,162
3918529,62
3238591,174
6628057,31
2873081,200
5602999,166
3685247,186
7475387,657
6206779,636
8629661,731
7961621,78
5919181,163
8074277,744
6690029,155
9050189,833
9977971,199
8624237,220
6990913,657
4261979,83
9017263,476
4313851,393
3432503,30
5756207,482
6777137,45
476317,0
3710617,79
9066359,516
1779619,102
8171297,91
224443,12
371927,26
9921997,319
5661083,42
3459563,206
9547607,531
5888719,370
7400011,416
7022569,559
4483751,150
9844099,403
7475333,699
92381,7
8712181,397
8594029,26
8957957,706
1781783,161
8390029,731
3868201,207
7983611,71
5859617,112
18131,0
5027293,133
9941189,911
203761,12
8039257,771
8747987,492
9322627,688
8314433,354
5276119,259
4679771,234
8122417,307
559631,39
7892153,463
6468577,126
4814903,270
7282903,514
7265317,318
4878581,135
2988911,125
5522873,468
2629001,237
1988057,41
7000849,566
7360921,476
7178221,634
8656433,656
8931119,718
3949247,217
556573,10
7240291,608
5749397,450
8157803,699
7262513,314
2205713,141
1351421,108
5744561,531
2165083,100
1562593,94
333397,8
5918053,490
5453573,9
5308007,6
680189,11
2070083,117
5266649,282
936827,78
6596069,457
4563737,165
7502051,728
3343369,7
3420089,57
2736359,75
6510367,182
1186051,4
2078107,98
7551497,161
88523,1
4771999,299
7426039,572
549739,15
4499741,206
2299657,143
2989937,187
2990587,11
7990163,257
3359221,33
9806317,761
9029341,439
3088667,236
2551987,43
4398293,195
3283633,192
9299203,548
9183557,585
2349871,98
2156359,167
1746683,66
1327289,50
880993,22
9721079,54
3835199,281
1073263,62
6418229,239
9131821,815
9515963,939
4728917,252
3016019,163
4040041,79
7014653,311
8288681,362
4671749,245
316907,18
9277217,889
4720039,469
5214959,41
8960359,187
8436689,266
1129679,28
901111,58
7609211,24
6829981,190
7276001,482
6530107,68
6433393,139
2578931,45
7087331,592
7065847,315
5771299,209
205339,12
6475019,195
425279,2
4598161,4
7497859,440
1911977,158
61403,0
4353497,40
3375419,35
5480053,35
8348903,94
5990519,390
5122919,372
5280851,329
3649889,162
5169431,184
9173231,221
6115253,314
5794559,8
3494159,120
3040153,261
9437971,777
1095959,55
7535623,689
6489859,463
993679,85
8447093,47
1614329,8
7769263,756
7160053,375
8190697,135
6072487,305
3971053,30
7748879,404
5200669,509
5187863,102
9179719,243
3167849,200
9879911,512
3688117,207
3901787,145
8180273,5
9068519,742
2499083,6
5504363,410
9468737,930
8876983,797
7608043,261
1372979,72
437501,23
7070213,610
5663803,515
2044633,177
9347197,267
3845159,370
8403679,79
7808503,692
8646401,765
9207137,288
3364303,19
5201563,113
1987673,95
2652269,90
7261927,161
2894209,236
4087619,89
3178907,42
1987241,37
5189633,119
53927,1
1742063,92
493351,21
5572907,511
2539531,68
6189431,363
9425113,457
2109869,127
7749277,114
8576159,610
5996741,466
9656557,583
7204517,20
7862843,233
6390551,286
791951,28
2922653,93
2935507,229
3315769,107
8928863,768
5202767,431
9429391,782
55213,2
965059,40
675959,37
2806231,19
9932477,236
1562063,70
6519157,418
7719353,418
3045613,51
7157897,227
6430343,620
2902171,99
2327989,86
7305797,455
6223667,209
6608351,20
8030497,295
271903,20
4342937,273
2052803,47
5639969,345
7472869,276
4167607,395
1447549,32
9533273,350
2846111,159
473141,2
2830153,146
4701761,209
9932411,180
1130471,22
2259949,90
6175151,488
7881221,682
8335157,457
1973261,79
4387619,227
5651183,28
354043,25
8934907,220
6151157,158
5591771,476
5804941,10
4402511,132
4485581,59
1397999,51
7232053,346
8520653,245
4397431,149
4778399,11
9801943,957
7960243,806
1306133,41
2710381,154
8906941,73
5841989,145
1385113,141
2926453,63
3293447,258
9183899,773
3564283,335
8208821,374
9977483,237
3941887,223
2809087,86
2458457,98
1652801,106
6977473,460
706151,15
1808699,161
9670769,179
6011647,39
6877847,198
1335413,53
1594129,64
5608969,547
