7247,0,,
12919,0,,54.39260563
18131,0,,
29333,0,,
53927,0,,
55213,1,,
61403,0,,
71191,1,,
88523,2,,
92381,1,,
117809,0,,
125791,2,,
132283,0,,
157799,0,,
162251,3,,
203761,3,,
205339,0,,
224443,4,,
255313,4,,
255517,4,,
271903,0,,
275503,4,,
276049,4,,
316907,0,,
333397,6,,
354043,0,,
371927,0,,
377471,0,,
383527,7,,
390953,6,,
400009,6,,
411991,10,,
425279,0,,
437501,7,,
457381,8,,
473141,8,,
476317,10,,
493351,0,,
504989,9,,
516391,0,,
549739,0,,
556573,8,,
559631,0,,
560299,0,,
580793,11,,
588019,9,,
670199,0,,
675959,0,,
680189,12,,
706151,0,,
716783,0,,
737291,0,,
737981,12,,
765931,0,,
775531,12,,
791951,0,,
804613,20,,
865057,24,,
880993,15,,
901111,15,,
915139,0,,
918839,0,,
936827,0,,
942037,16,,
965059,15,,
987851,21,,
993679,0,,
1073263,0,,
1095959,0,,
1126663,22,,
1129679,0,,
1130471,21,,
1138127,0,,
1186051,20,,
1192039,24,,
1226707,21,,
1306133,23,,
1327289,26,,
1335413,22,,
1341617,31,,
1351421,23,,
1353301,23,,
1372979,0,,
1385113,23,,
1388837,24,,
1397999,0,,
1447549,24,,
1469389,24,,
1474877,24,,
1562063,0,,
1562593,26,,
1584113,26,,
1594129,27,,
1614329,25,,
1633531,26,,
1640183,0,,
1644931,0,,
1652801,28,,
1742063,0,,
1746683,0,,
1768303,29,,
1779619,0,,
1781783,0,,
1808699,0,,
1895357,33,,
1911977,31,,
1919479,0,,
1973261,32,,
1987241,40,,
1987673,32,,
1988057,38,,
2004421,34,,
2044633,49,,
2052803,0,,
2070083,0,,
2078107,0,,
2100541,33,,
2109697,59,,
2109869,38,,
2121187,0,,
2156359,0,,
2165083,0,,
2205713,59,,
2246393,44,,
2259949,37,,
2299657,43,,
2304823,0,,
2306063,0,,
2327989,36,,
2349871,54,,
2355247,0,,
2432999,0,,
2433443,0,,
2457341,40,,
2458457,52,,
2473663,0,,
2486219,41,,
2499083,0,,
2508073,38,,
2533231,49,,
2539531,41,,
2551987,0,,
2555951,0,,
2562199,0,,
2571809,46,,
2578931,46,,
2582863,42,,
2614747,0,,
2619277,41,,
2629001,48,,
2652269,52,,
2668889,45,,
2687609,59,,
2710381,51,,
2736359,0,,
2769439,0,,
2806231,0,,
2809087,51,,
2829133,45,,
2830153,47,,
2846111,0,,
2847799,0,,
2858777,46,,
2871287,0,,
2873081,52,,
2894209,45,,
2897119,61,,
2902171,0,,
2922653,55,,
2926453,44,,
2935507,59,,
2988911,0,,
2989937,48,,
2990587,0,,
2995789,50,,
3016019,0,,
3035581,47,,
3040153,52,,
3045613,50,,
3051017,62,,
3088667,0,,
3134707,0,,
3161297,54,,
3167849,59,,
3178907,0,,
3238591,0,,
3246907,0,,
3259471,0,,
3268861,60,,
3269267,0,,
3283633,63,,
3287639,0,,
3293447,0,,
3315769,62,,
3343369,60,,
3343387,0,,
3348481,57,,
3348571,53,,
3359221,57,,
3364303,74,,
3375419,0,,
3405463,0,,
3420089,63,,
3432503,0,,
3453071,0,,
3459563,0,,
3494159,0,,
3494641,61,,
3528887,0,,
3564283,0,,
3586087,0,,
3649889,58,,
3685247,0,,
3685729,67,,
3688117,66,,
3710617,60,,
3723787,57,,
3761963,0,,
3818929,63,,
3831329,65,,
3835199,0,,
3835697,72,,
3845159,0,,
3868201,79,,
3872567,0,,
3874093,66,,
3901787,0,,
3918529,78,,
3927037,62,,
3941887,0,,
3949247,0,,
3971053,65,,
4024133,93,,
4034297,67,,
4040041,66,,
4064839,74,,
4087619,0,,
4167607,0,,
4216813,70,,
4221953,73,,
4257161,71,,
4261979,0,,
4262873,67,,
4286573,71,,
4303399,0,,
4313851,80,,
4315579,0,,
4332407,0,,
4342937,70,,
4348177,73,,
4353497,88,,
4387619,0,,
4392691,0,,
4397431,68,,
4398293,100,,
4402511,75,,
4483751,0,,
4485581,74,,
4499741,134,,
4563737,90,,
4568273,72,,
4598161,84,,
4598999,0,,
4671749,77,,
4677859,0,,
4679771,0,,
4679963,0,,
4701761,105,,
4720039,119,,
4728917,80,,
4752521,77,,
4771999,0,,
4778399,0,,
4814903,0,,
4835989,80,,
4860299,0,,
4878581,98,,
4886227,0,,
4932209,78,,
4932883,79,,
4972321,115,,
4987429,80,,
5000543,0,,
5027293,79,,
5069759,0,,
5082053,109,,
5122919,0,,
5169431,0,,
5177647,0,,
5187863,0,,
5189633,83,,
5190011,0,,
5200669,83,,
5201563,79,,
5202767,0,,
5214959,95,,
5266649,88,,
5276119,85,,
5280851,0,,
5308007,0,,
5396977,85,,
5453573,91,,
5454643,89,,
5456387,102,,
5480053,84,,
5497463,0,,
5504363,90,,
5522873,98,,
5572907,0,,
5591771,0,,
5596351,89,,
5602999,109,,
5608969,136,,
5625149,114,,
5639969,118,,
5651183,0,,
5661083,0,,
5663803,91,,
5744561,97,,
5745911,0,,
5749397,93,,
5756207,0,,
5771299,0,,
5794559,0,,
5804941,104,,
