423043,2789
698297,6807
893381,3883
906517,7324
2749,36
22859,148
274061,1626
12697,170
636967,3908
963223,6332
504221,2820
718999,4387
105499,1115
92189,1173
413461,2953
597613,4462
207971,2172
78439,486
93563,896
41759,361
139483,1459
989981,3983
160879,1643
412793,4202
294439,2645
445463,5788
376049,2082
820681,2719
790219,5325
191579,610
887141,4296
994723,8481
197573,1328
472261,2738
12527,471
939739,5172
924529,6095
104383,633
117883,1137
713599,4344
919033,8459
922813,4777
595373,10640
378223,4554
127037,1429
297991,1282
151279,1324
423191,2035
207241,2366
24379,270
310501,3958
452269,2976
547087,5281
185441,2071
487933,2469
212923,1830
239699,1829
648689,2658
65777,2650
199343,1945
81569,742
548897,4663
552469,2926
184693,16376
265241,5776
746017,30397
725437,16707
129719,36923
211741,3013
976607,21474
879607,5749
832763,6894
462851,3453
912217,10108
184291,1420
324647,1632
529003,2408
307759,2148
421987,3222
536353,4467
52267,2162
250871,2118
129919,872
231677,2253
211811,1787
766687,4856
177467,1651
326219,2653
208961,1138
227893,1767
958369,5745
721043,3780
922807,5755
530209,4700
51307,611
824419,17547
83003,790
369029,3043
757403,4171
176713,866
469529,5022
490537,5210
695377,4680
325607,1338
714677,2782
197567,1762
390673,1901
697973,7320
765251,6762
92419,616
673349,3058
315223,3015
273899,2546
879673,6100
64483,492
41771,652
146317,1800
171917,754
417451,3238
294023,1060
993479,13469
109303,5042
639719,4172
41771,525
147209,1448
73453,776
895231,8408
582227,2183
512047,3108
510889,8316
7229,3260
192091,7047
179749,971
709097,5844
598541,4120
912049,13645
225683,4962
53,12
334423,16065
569771,10645
100357,692
225749,1581
301579,1970
371479,2317
975847,6308
477013,12727
350039,8345
855203,10201
100517,1099
111767,1083
976559,33909
902039,27439
746411,6741
560827,5616
116089,1667
920291,8369
50789,587
704101,6689
398393,2361
335917,3296
617531,4326
42331,425
110273,959
384697,1795
172027,1738
153449,1270
338161,7911
1499,56
395671,3313
526633,2425
405667,3964
46771,296
747889,6633
313979,1890
877699,22543
49103,487
670903,9476
208807,1649
738487,10927
469379,4333
213359,2130
828743,10867
718579,3608
965023,4568
84047,875
94057,2992
769751,3448
236519,1655
67751,756
886177,30290
434981,31797
335843,21454
649277,19382
481157,5363
196277,792
339811,1447
6473,812
960131,4368
24859,343
785573,4345
925901,5629
791543,6195
255469,1651
797851,7222
593587,3822
309731,2806
291829,1522
553051,5261
684163,4410
415447,2583
762061,6279
275503,2511
8863,74
381347,1846
85061,393
384067,4131
84589,496
326597,2418
955901,9763
527987,6228
457003,3313
778537,9430
416333,3726
631223,5627
745621,9534
319849,3392
473617,3970
733133,4863
237571,1530
454063,5740
994489,11491
340897,1829
926293,3779
14401,767
69761,803
27017,339
710189,19794
140593,1000
821057,6349
544129,4996
856417,12547
318233,4173
550717,6850
978157,5573
548213,6742
709693,8176
187139,964
707561,5722
156799,2149
123863,1146
926963,6743
345517,3453
347513,1667
419147,30786
163259,12566
652291,8005
879449,11261
17443,256
117443,1448
407621,4098
517061,5725
16319,1120
198223,1515
2267,87
334751,2531
176213,2462
175079,2013
78901,768
22943,1100
444811,6125
485201,5149
168559,1819
848201,5371
76943,867
297779,2208
790369,5152
513749,5503
200191,2233
499159,2903
559739,3984
168263,1763
750853,5568
387281,1510
768133,6925
851359,8153
11579,125
407923,3326
640859,7413
323359,1689
849097,5959
636931,5954
139999,1522
550703,3207
894371,22537
71479,571
291869,2379
454919,4086
448207,2204
317263,1638
350249,2147
28309,258
922217,7097
527281,5177
167173,1828
379157,3974
150299,1073
834787,6754
929791,9806
290971,1739
957091,7634
509329,2000
44017,495
254791,2508
537281,5914
630941,9078
981137,9448
939229,9104
437719,4639
395107,3290
49531,404
315521,1720
712687,6394
371227,2199
929629,9065
115693,935
351341,4898
549091,3490
75991,829
561277,6052
239849,2644
880559,9166
251291,2557
681971,7559
124781,1085
508129,13750
53327,697
962011,9782
826883,5244
307129,2974
949043,9532
72379,1117
523603,3859
671299,5524
957851,8261
485497,5560
122557,2124
140983,1429
639307,3191
230761,1362
24481,394
364027,1979
355339,3808
760637,5803
652189,6186
776521,7457
629339,6730
190097,1274
798887,4244
152843,930
166643,1276
825467,6032
219799,9324
320449,1777
843737,17631
715549,19954
153271,1490
852287,7403
920921,8486
728003,11669
352841,4025
471929,5425
514939,3732
946489,43069
991633,7437
387641,4570
905111,5958
80651,680
289469,2052
520609,6583
784183,19128
216263,2494
413597,3276
719203,3681
971899,3888
661183,6305
366013,2425
980827,9570
185057,1810
308219,2251
539401,2098
337919,2380
60733,685
858527,11612
459607,3534
534203,6651
493457,3076
110557,1378
347167,5681
794041,9727
3547,61
697999,7649
182701,1573
419701,5666
967529,5804
277231,2315
410623,4687
229591,3111
705079,4530
808481,10153
638171,5173
249589,2082
799259,3889
393671,2793
133277,906
549749,2670
513593,4018
769547,6653
149861,807
560479,5769
953539,4625
764327,6219
695881,8036
277883,2589
146669,746
83561,3303
311453,1532
178639,1979
947171,17813
806789,28318
544517,4559
465163,6409
373613,4903
435779,5604
302429,4415
131777,1538
150169,2465
537919,10070
688201,8147
796259,7633
874397,8499
908879,9933
610829,4717
397489,4171
641387,3036
928307,7118
407947,1864
145121,1516
46807,315
481751,7703
666541,4987
994073,3756
902053,5398
385663,1897
202519,1444
235051,1306
242927,2226
522439,3239
406969,3213
976147,10684
942827,10527
279413,2920
829111,3245
462881,2889
734771,6081
777001,7100
520699,5635
210209,1569
784087,15946
530249,5223
208907,2189
263101,2395
503543,2939
558947,6038
511933,5619
683143,3219
864077,11704
451609,3916
625909,9229
14173,255
408677,4207
595949,3298
301897,4939
696623,3304
236869,1828
861239,5368
574817,6424
783151,7990
332417,1483
233983,1753
473173,3463
340777,5190
355967,2208
657841,7750
754421,3882
137219,1492
663359,7106
801077,4732
297403,3868
688333,6524
6299,101
149803,1314
214733,2362
918529,4485
991693,13355
557273,13539
143177,958
690467,14813
517457,3929
506791,5976
67057,752
374041,4118
11279,204
82699,790
158143,1317
855719,5295
179119,939
817457,6421
860543,6487
59779,479
286103,2626
571069,4878
882773,4294
152393,2012
71777,790
309461,1991
521539,5346
887269,5017
638663,6173
449653,7977
141769,853
221251,1611
304643,2806
467627,2277
934753,6743
779749,3585
877333,30796
736027,7555
954257,3378
504299,2502
133481,1002
895799,8550
344693,3769
804383,3340
899537,5043
892091,8388
21563,326
261787,1956
78157,498
119881,3149
63247,565
215077,2310
10159,146
108079,532
665153,6763
163027,791
277261,1379
662527,5972
979439,9614
823351,9276
977971,8188
768503,3054
701359,6312
687949,5718
888533,3994
393247,3738
975941,5726
865681,6264
20753,181
717751,4871
564307,3995
789623,6858
728743,6409
1063,53
985027,7661
881417,7399
735983,6182
966727,9084
575231,1988
829063,8632
171161,5039
243577,1955
210421,1341
325627,1992
976799,6209
80147,511
402739,4246
821897,3900
536399,6893
958519,4181
552511,4115
719813,7083
339187,1918
541193,2787
198313,1298
678493,2660
638629,5875
526831,4105
361441,2314
16603,188
157189,1656
149519,1377
690491,3542
775309,3920
72073,777
308467,2947
179573,1001
123791,1200
200867,5480
27031,139
973837,5314
294731,13017
51941,649
489961,2581
715639,7958
667241,11651
33457,502
183487,1929
314879,2151
688453,5443
989671,7567
240319,881
484733,4234
636863,3676
626833,3787
628267,4756
384287,1768
907717,3335
978973,9492
162091,1092
946987,9816
31,17
460721,5767
273271,4370
159773,1944
558529,2672
717397,3650
978001,8696
617189,6080
928337,7798
879691,8791
785779,6883
230807,1558
784501,5674
630493,2612
655859,5057
480731,3254
305033,2340
761521,7166
464879,3660
908623,9084
157259,1031
255209,2697
463753,3211
793931,15824
37199,387
490277,2705
37649,427
32027,380
757271,6557
768787,4765
435371,2262
228521,1992
178681,1117
849539,3592
254519,1493
409327,3689
32297,363
754121,4069
185903,1693
347057,3057
780173,5935
353057,1615
241847,2325
644999,3793
332641,1978
844309,7984
867431,6796
649871,8728
348097,1662
57977,605
351133,2039
112919,1055
12889,166
430663,2298
276347,1970
562007,3088
513739,3708
926183,8617
933479,10756
616589,3774
161281,1444
291007,2813
494903,3399
753647,4951
843677,4262
79939,608
787139,12731
558241,10822
852751,7293
882631,9753
637711,5327
899149,3077
973823,5274
112481,1544
828221,8417
792263,9175
89227,842
320153,2789
321949,2810
171029,1536
139759,940
13693,214
581137,5201
480881,3258
644519,5145
137483,745
730753,4445
750521,6339
230693,2067
812599,16612
27487,300
185189,742
605687,4368
875297,3661
852893,3591
665573,3442
415231,2192
915007,8608
710959,5455
958609,7971
994039,4389
542081,5258
837307,3546
519433,4585
126019,746
540539,6730
745231,5388
696323,5715
741131,13268
